date,chemical,ccg_name,ccg_ods,total_list_size,items,actual_cost
2019-10-01,Edoxaban,NHS West Essex CCG,07H,320128,410,16511.87
2019-10-01,Edoxaban,NHS West Suffolk CCG,07K,254230,272,11744.98
2019-10-01,Edoxaban,NHS Brighton and Hove CCG,09D,323568,34,1447.04
2019-10-01,Edoxaban,NHS Oxfordshire CCG,10Q,769359,181,7866.24
2019-10-01,Edoxaban,NHS Portsmouth CCG,10R,232308,216,9174.87
2019-10-01,Edoxaban,NHS Dorset CCG,11J,806520,1663,76286.79
2019-10-01,Edoxaban,NHS Gloucestershire CCG,11M,658485,251,8496.24
2019-10-01,Edoxaban,NHS Kernow CCG,11N,583689,1299,51380.71
2019-10-01,Edoxaban,NHS Somerset CCG,11X,583276,1131,51520.15
2019-10-01,Edoxaban,NHS Wirral CCG,12F,338169,961,46545.08
2019-10-01,Edoxaban,NHS Newcastle Gateshead CCG,13T,532743,173,5564.39
2019-10-01,Edoxaban,NHS Manchester CCG,14L,664279,136,5592.49
2019-10-01,Edoxaban,NHS Buckinghamshire CCG,14Y,568013,1222,58143.63
2019-10-01,Edoxaban,NHS Berkshire West CCG,15A,553420,257,10393.74
2019-10-01,Edoxaban,"NHS Bristol, North Somerset and South Gloucestershire CCG",15C,1029583,861,33676.88
2019-10-01,Edoxaban,NHS Birmingham and Solihull CCG,15E,1327912,1133,59918.86
2019-10-01,Edoxaban,NHS Leeds CCG,15F,892054,1727,71107.62
2019-10-01,Edoxaban,NHS Derby and Derbyshire CCG,15M,1061410,2393,132287.64
2019-10-01,Edoxaban,NHS Devon CCG,15N,1240013,1175,44665.47
2019-10-01,Edoxaban,NHS Tees Valley CCG,16C,707356,371,14306.15
2019-10-01,Edoxaban,NHS Herefordshire and Worcestershire CCG,18C,801357,1198,44017.92
2019-10-01,Edoxaban,NHS Norfolk and Waveney CCG,26A,1063585,7901,351504.77
2019-10-01,Edoxaban,NHS Cheshire CCG,27D,777570,1255,61170.85
2019-10-01,Edoxaban,NHS Bradford District and Craven CCG,36J,641625,373,13994.03
2019-10-01,Edoxaban,NHS South West London CCG,36L,1701658,1605,62875.26
2019-10-01,Edoxaban,NHS North Yorkshire CCG,42D,430423,739,31434.81
2019-10-01,Edoxaban,NHS Nottingham and Nottinghamshire CCG,52R,1105256,488,21655.9
2019-10-01,Edoxaban,NHS West Sussex CCG,70F,901241,388,19828
2019-10-01,Edoxaban,NHS Lincolnshire CCG,71E,797243,2132,70559.59
2019-10-01,Edoxaban,NHS South East London CCG,72Q,2010152,2824,130307.15
2019-10-01,Edoxaban,NHS Northamptonshire CCG,78H,781516,282,12300.53
2019-10-01,Edoxaban,NHS County Durham CCG,84H,554377,240,7102.06
2019-10-01,Edoxaban,NHS Kent and Medway CCG,91Q,1917875,1351,56529.63
2019-10-01,Edoxaban,NHS Surrey Heartlands CCG,92A,1099848,5146,293201.66
2019-10-01,Edoxaban,"NHS Bath and North East Somerset, Swindon and Wiltshire CCG",92G,953324,2174,85995.59
2019-10-01,Edoxaban,NHS North Central London CCG,93C,1664960,735,28006.07
2019-10-01,Edoxaban,NHS East Sussex CCG,97R,560269,398,16069.21
2019-10-01,Edoxaban,NHS Liverpool CCG,99A,546017,1213,54045.9
2019-10-01,Edoxaban,NHS North Tyneside CCG,99C,221665,84,3962.26
2019-10-01,Edoxaban,NHS Basildon and Brentwood CCG,99E,283198,392,21032.87
2019-10-01,Edoxaban,NHS Castle Point and Rochford CCG,99F,185925,337,17322.99
2019-10-01,Edoxaban,NHS Southend CCG,99G,189836,221,11776.85
2019-10-01,Edoxaban,NHS North East London CCG,A3A8R,2243684,2122,90674.88
2019-10-01,Edoxaban,NHS Coventry and Warwickshire CCG,B2M3M,1020312,851,39836.31
2019-10-01,Edoxaban,NHS Black Country and West Birmingham CCG,D2P2L,1483035,567,30660.33
2019-10-01,Edoxaban,NHS Frimley CCG,D4U1Y,797985,815,41040.95
2019-10-01,Edoxaban,"NHS Hampshire, Southampton and Isle of Wight CCG",D9Y0V,1659165,3642,186190.97
2019-10-01,Edoxaban,"NHS Bedfordshire, Luton and Milton Keynes CCG",M1J4Y,1029591,4595,224051.39
2019-10-01,Edoxaban,"NHS Shropshire, Telford and Wrekin CCG",M2L0M,505633,67,3322.33
2019-10-01,Edoxaban,NHS North West London CCG,W2U3Z,2561368,308,12081.58
2019-10-01,Edoxaban,NHS Kirklees CCG,X2C4Y,445765,251,11284.14
2019-11-01,Edoxaban,NHS Northumberland CCG,00L,328316,254,9389.54
2019-11-01,Edoxaban,NHS South Tyneside CCG,00N,158407,31,1003.83
2019-11-01,Edoxaban,NHS Sunderland CCG,00P,284365,119,3969.99
2019-11-01,Edoxaban,NHS Blackburn with Darwen CCG,00Q,177973,104,4935.83
2019-11-01,Edoxaban,NHS Blackpool CCG,00R,174745,383,15441.48
2019-11-01,Edoxaban,NHS Bolton CCG,00T,314998,71,3462.56
2019-11-01,Edoxaban,NHS Bury CCG,00V,206649,49,2440.33
2019-11-01,Edoxaban,NHS Chorley and South Ribble CCG,00X,186045,276,13545.69
2019-11-01,Edoxaban,NHS Oldham CCG,00Y,259767,32,1355.84
2019-11-01,Edoxaban,NHS East Lancashire CCG,01A,387529,264,12265.88
2019-11-01,Edoxaban,"NHS Heywood, Middleton and Rochdale CCG",01D,237487,37,1731.7
2019-11-01,Edoxaban,NHS Greater Preston CCG,01E,212834,143,6693.22
2019-11-01,Edoxaban,NHS Halton CCG,01F,133059,322,15731.84
2019-11-01,Edoxaban,NHS Salford CCG,01G,282444,27,1207.69
2019-11-01,Edoxaban,NHS North Cumbria CCG,01H,326158,213,9485.43
2019-11-01,Edoxaban,NHS Knowsley CCG,01J,167411,497,22708.58
2019-11-01,Edoxaban,NHS Morecambe Bay CCG,01K,352141,130,5887.98
2019-11-01,Edoxaban,NHS South Sefton CCG,01T,156752,368,16661.36
2019-11-01,Edoxaban,NHS Southport and Formby CCG,01V,125603,132,5708.15
2019-11-01,Edoxaban,NHS Stockport CCG,01W,315658,350,12887.11
2019-11-01,Edoxaban,NHS St Helens CCG,01X,198369,705,33536.33
2019-11-01,Edoxaban,NHS Tameside and Glossop CCG,01Y,250470,53,2380.5
2019-11-01,Edoxaban,NHS Trafford CCG,02A,243225,209,5934.92
2019-11-01,Edoxaban,NHS Warrington CCG,02E,220256,254,12770.35
2019-11-01,Edoxaban,NHS West Lancashire CCG,02G,114033,142,6759.31
2019-11-01,Edoxaban,NHS Wigan Borough CCG,02H,332102,895,47935.93
2019-11-01,Edoxaban,NHS Fylde and Wyre CCG,02M,178810,618,26039.36
2019-11-01,Edoxaban,NHS Barnsley CCG,02P,263583,36,1364.6
2019-11-01,Edoxaban,NHS Bassetlaw CCG,02Q,118941,7,318.84
2019-11-01,Edoxaban,NHS Calderdale CCG,02T,222166,38,1606.58
2019-11-01,Edoxaban,NHS Doncaster CCG,02X,324925,20,1026.68
2019-11-01,Edoxaban,NHS East Riding of Yorkshire CCG,02Y,307010,153,6732.8
2019-11-01,Edoxaban,NHS Hull CCG,03F,302093,27,1320.93
2019-11-01,Edoxaban,NHS North East Lincolnshire CCG,03H,170260,154,7142.43
2019-11-01,Edoxaban,NHS North Lincolnshire CCG,03K,181121,363,14567.91
2019-11-01,Edoxaban,NHS Rotherham CCG,03L,265017,20,956.54
2019-11-01,Edoxaban,NHS Sheffield CCG,03N,616517,185,6921.8
2019-11-01,Edoxaban,NHS Vale of York CCG,03Q,363410,411,17935.57
2019-11-01,Edoxaban,NHS Wakefield CCG,03R,380631,392,20171.4
2019-11-01,Edoxaban,NHS East Leicestershire and Rutland CCG,03W,335624,1341,61338.69
2019-11-01,Edoxaban,NHS Leicester City CCG,04C,420993,660,29420.34
2019-11-01,Edoxaban,NHS West Leicestershire CCG,04V,400435,1250,55887.61
2019-11-01,Edoxaban,NHS Cannock Chase CCG,04Y,134632,78,4400.84
2019-11-01,Edoxaban,NHS East Staffordshire CCG,05D,144947,260,10465.24
2019-11-01,Edoxaban,NHS North Staffordshire CCG,05G,218222,202,9849.92
2019-11-01,Edoxaban,NHS South East Staffordshire and Seisdon Peninsula CCG,05Q,214252,377,16961.2
2019-11-01,Edoxaban,NHS Stafford and Surrounds CCG,05V,149774,159,7265.24
2019-11-01,Edoxaban,NHS Stoke on Trent CCG,05W,295629,210,10738.6
2019-11-01,Edoxaban,NHS Cambridgeshire and Peterborough CCG,06H,992745,2048,83175.2
2019-11-01,Edoxaban,NHS East and North Hertfordshire CCG,06K,606708,621,23263.94
2019-11-01,Edoxaban,NHS Ipswich and East Suffolk CCG,06L,412852,249,10679.07
2019-11-01,Edoxaban,NHS Herts Valleys CCG,06N,656963,3027,126654.68
2019-11-01,Edoxaban,NHS Mid Essex CCG,06Q,396362,608,24702.28
2019-11-01,Edoxaban,NHS North East Essex CCG,06T,357562,369,15827.95
2019-11-01,Edoxaban,NHS Thurrock CCG,07G,180839,182,8245.25
2019-11-01,Edoxaban,NHS West Essex CCG,07H,318021,414,16298.61
2019-11-01,Edoxaban,NHS West Suffolk CCG,07K,254452,286,12299.92
2019-11-01,Edoxaban,NHS Brighton and Hove CCG,09D,325113,29,1208.43
2019-11-01,Edoxaban,NHS Oxfordshire CCG,10Q,771374,152,5949.71
2019-11-01,Edoxaban,NHS Portsmouth CCG,10R,233022,210,10921.52
2019-11-01,Edoxaban,NHS Dorset CCG,11J,807874,1657,75475.63
2019-11-01,Edoxaban,NHS Gloucestershire CCG,11M,658820,288,9587.64
2019-11-01,Edoxaban,NHS Kernow CCG,11N,584145,1328,53199.02
2019-11-01,Edoxaban,NHS Somerset CCG,11X,583115,1109,51418.98
2019-11-01,Edoxaban,NHS Wirral CCG,12F,338145,953,45478.08
2019-11-01,Edoxaban,NHS Newcastle Gateshead CCG,13T,535020,168,5324.4
2019-11-01,Edoxaban,NHS Manchester CCG,14L,667834,132,4226.28
2019-11-01,Edoxaban,NHS Buckinghamshire CCG,14Y,568383,1202,57594.91
2019-11-01,Edoxaban,NHS Berkshire West CCG,15A,554657,232,9576.93
2019-11-01,Edoxaban,"NHS Bristol, North Somerset and South Gloucestershire CCG",15C,1032286,806,30587.19
2019-11-01,Edoxaban,NHS Birmingham and Solihull CCG,15E,1330211,1165,60682.41
2019-11-01,Edoxaban,NHS Leeds CCG,15F,895981,1694,70430.13
2019-11-01,Edoxaban,NHS Derby and Derbyshire CCG,15M,1061800,2593,139417.39
2019-11-01,Edoxaban,NHS Devon CCG,15N,1241884,1167,44488.45
2019-11-01,Edoxaban,NHS Tees Valley CCG,16C,707569,392,15726.62
2019-11-01,Edoxaban,NHS Herefordshire and Worcestershire CCG,18C,801896,1195,44078.89
2019-11-01,Edoxaban,NHS Norfolk and Waveney CCG,26A,1064969,7945,351280.11
2019-11-01,Edoxaban,NHS Cheshire CCG,27D,778254,1248,60974.63
2019-11-01,Edoxaban,NHS Bradford District and Craven CCG,36J,642110,472,15559.43
2019-11-01,Edoxaban,NHS South West London CCG,36L,1704581,1623,64288.4
2019-11-01,Edoxaban,NHS North Yorkshire CCG,42D,430338,760,31826.35
2019-11-01,Edoxaban,NHS Nottingham and Nottinghamshire CCG,52R,1107533,514,23020.96
2019-11-01,Edoxaban,NHS West Sussex CCG,70F,901971,403,20662.1
2019-11-01,Edoxaban,NHS Lincolnshire CCG,71E,797626,2109,73084.32
2019-11-01,Edoxaban,NHS South East London CCG,72Q,2013713,2876,130794.12
2019-11-01,Edoxaban,NHS Northamptonshire CCG,78H,782381,364,15686.79
2019-11-01,Edoxaban,NHS County Durham CCG,84H,557637,260,8027.9
2019-11-01,Edoxaban,NHS Kent and Medway CCG,91Q,1919501,1363,58609.87
2019-11-01,Edoxaban,NHS Surrey Heartlands CCG,92A,1100836,5088,295030.35
2019-11-01,Edoxaban,"NHS Bath and North East Somerset, Swindon and Wiltshire CCG",92G,955033,2373,97485.02
2019-11-01,Edoxaban,NHS North Central London CCG,93C,1671893,663,26299.33
2019-11-01,Edoxaban,NHS East Sussex CCG,97R,560472,414,16388.19
2019-11-01,Edoxaban,NHS Liverpool CCG,99A,547800,1194,53650.52
2019-11-01,Edoxaban,NHS North Tyneside CCG,99C,221716,101,4597.96
2019-11-01,Edoxaban,NHS Basildon and Brentwood CCG,99E,283453,373,19080.92
2019-11-01,Edoxaban,NHS Castle Point and Rochford CCG,99F,185910,336,18179.67
2019-11-01,Edoxaban,NHS Southend CCG,99G,189785,204,10834.3
2019-11-01,Edoxaban,NHS North East London CCG,A3A8R,2247995,2121,91134.14
2019-11-01,Edoxaban,NHS Coventry and Warwickshire CCG,B2M3M,1022749,847,38832.74
2019-11-01,Edoxaban,NHS Black Country and West Birmingham CCG,D2P2L,1484547,552,29183.09
2019-11-01,Edoxaban,NHS Frimley CCG,D4U1Y,798883,793,42656.31
2019-11-01,Edoxaban,"NHS Hampshire, Southampton and Isle of Wight CCG",D9Y0V,1660828,3775,194371.85
2019-11-01,Edoxaban,"NHS Bedfordshire, Luton and Milton Keynes CCG",M1J4Y,1031660,4786,233439.41
2019-11-01,Edoxaban,"NHS Shropshire, Telford and Wrekin CCG",M2L0M,506441,76,3878.24
2019-11-01,Edoxaban,NHS North West London CCG,W2U3Z,2575356,338,14660.4
2019-11-01,Edoxaban,NHS Kirklees CCG,X2C4Y,445891,216,9538.32
2019-12-01,Edoxaban,NHS Northumberland CCG,00L,328410,315,11514.73
2019-12-01,Edoxaban,NHS South Tyneside CCG,00N,158472,38,1477.65
2019-12-01,Edoxaban,NHS Sunderland CCG,00P,284465,132,4042.61
2019-12-01,Edoxaban,NHS Blackburn with Darwen CCG,00Q,178129,118,5662.63
2019-12-01,Edoxaban,NHS Blackpool CCG,00R,174773,448,18901.78
2019-12-01,Edoxaban,NHS Bolton CCG,00T,315381,73,3682.63
2019-12-01,Edoxaban,NHS Bury CCG,00V,206684,61,3055.92
2019-12-01,Edoxaban,NHS Chorley and South Ribble CCG,00X,186160,289,14443.81
2019-12-01,Edoxaban,NHS Oldham CCG,00Y,259872,30,1139.85
2019-12-01,Edoxaban,NHS East Lancashire CCG,01A,387781,303,13888.54
2019-12-01,Edoxaban,"NHS Heywood, Middleton and Rochdale CCG",01D,237639,32,1537.89
2019-12-01,Edoxaban,NHS Greater Preston CCG,01E,212924,143,6813.1
2019-12-01,Edoxaban,NHS Halton CCG,01F,133176,344,16841.95
2019-12-01,Edoxaban,NHS Salford CCG,01G,283040,28,1287.55
2019-12-01,Edoxaban,NHS North Cumbria CCG,01H,326222,219,9726.46
2019-12-01,Edoxaban,NHS Knowsley CCG,01J,167412,541,25206.62
2019-12-01,Edoxaban,NHS Morecambe Bay CCG,01K,352063,170,7574.96
2019-12-01,Edoxaban,NHS South Sefton CCG,01T,156847,446,20111.27
2019-12-01,Edoxaban,NHS Southport and Formby CCG,01V,125614,157,6572.93
2019-12-01,Edoxaban,NHS Stockport CCG,01W,315979,368,14447.89
2019-12-01,Edoxaban,NHS St Helens CCG,01X,198353,800,37839.13
2019-12-01,Edoxaban,NHS Tameside and Glossop CCG,01Y,250652,62,2893.57
2019-12-01,Edoxaban,NHS Trafford CCG,02A,243163,234,6954.07
2019-12-01,Edoxaban,NHS Warrington CCG,02E,220338,234,11283.79
2019-12-01,Edoxaban,NHS West Lancashire CCG,02G,114092,159,7836.82
2019-12-01,Edoxaban,NHS Wigan Borough CCG,02H,332180,945,49838.55
2019-12-01,Edoxaban,NHS Fylde and Wyre CCG,02M,178948,638,27126.39
2019-12-01,Edoxaban,NHS Barnsley CCG,02P,263659,68,2383.42
2019-12-01,Edoxaban,NHS Bassetlaw CCG,02Q,119037,10,501.13
2019-12-01,Edoxaban,NHS Calderdale CCG,02T,222180,45,2709.55
2019-12-01,Edoxaban,NHS Doncaster CCG,02X,325077,15,683.4
2019-12-01,Edoxaban,NHS East Riding of Yorkshire CCG,02Y,306950,199,8753.68
2019-12-01,Edoxaban,NHS Hull CCG,03F,302428,34,1560.5
2019-12-01,Edoxaban,NHS North East Lincolnshire CCG,03H,170299,200,8697.87
2019-12-01,Edoxaban,NHS North Lincolnshire CCG,03K,181264,413,16778.94
2019-12-01,Edoxaban,NHS Rotherham CCG,03L,264982,20,1047.82
2019-12-01,Edoxaban,NHS Sheffield CCG,03N,616554,244,8540.44
2019-12-01,Edoxaban,NHS Vale of York CCG,03Q,364033,610,26291.63
2019-12-01,Edoxaban,NHS Wakefield CCG,03R,381011,434,23052.06
2019-12-01,Edoxaban,NHS East Leicestershire and Rutland CCG,03W,335828,1623,76267.59
2019-12-01,Edoxaban,NHS Leicester City CCG,04C,422300,927,41460.8
2019-12-01,Edoxaban,NHS West Leicestershire CCG,04V,400672,1426,64719.39
2019-12-01,Edoxaban,NHS Cannock Chase CCG,04Y,134624,93,4568.05
2019-12-01,Edoxaban,NHS East Staffordshire CCG,05D,145088,268,10774.13
2019-12-01,Edoxaban,NHS North Staffordshire CCG,05G,218177,214,10634.31
2019-12-01,Edoxaban,NHS South East Staffordshire and Seisdon Peninsula CCG,05Q,214432,364,16004.89
2019-12-01,Edoxaban,NHS Stafford and Surrounds CCG,05V,149843,176,8120.66
2019-12-01,Edoxaban,NHS Stoke on Trent CCG,05W,295684,229,11583.64
2019-12-01,Edoxaban,NHS Cambridgeshire and Peterborough CCG,06H,994787,2110,84077.77
2019-12-01,Edoxaban,NHS East and North Hertfordshire CCG,06K,607371,728,25988.45
2019-12-01,Edoxaban,NHS Ipswich and East Suffolk CCG,06L,412935,253,10270.53
2019-12-01,Edoxaban,NHS Herts Valleys CCG,06N,657495,3420,143188.9
2019-12-01,Edoxaban,NHS Mid Essex CCG,06Q,396769,764,32460.95
2019-12-01,Edoxaban,NHS North East Essex CCG,06T,359108,402,17120.98
2019-12-01,Edoxaban,NHS Thurrock CCG,07G,181010,182,8428.52
2019-12-01,Edoxaban,NHS West Essex CCG,07H,318330,448,18416.73
2019-12-01,Edoxaban,NHS West Suffolk CCG,07K,257005,307,13200.33
2019-12-01,Edoxaban,NHS Brighton and Hove CCG,09D,325517,43,1699.71
2019-12-01,Edoxaban,NHS Oxfordshire CCG,10Q,772287,180,7363.62
2019-12-01,Edoxaban,NHS Portsmouth CCG,10R,233221,198,9638.42
2019-12-01,Edoxaban,NHS Dorset CCG,11J,807841,1795,82280.48
2019-12-01,Edoxaban,NHS Gloucestershire CCG,11M,658920,287,9373.44
2019-12-01,Edoxaban,NHS Kernow CCG,11N,584422,1483,60299.9
2019-12-01,Edoxaban,NHS Somerset CCG,11X,583357,1132,52420.51
2019-12-01,Edoxaban,NHS Wirral CCG,12F,338187,1051,50954.4
2019-12-01,Edoxaban,NHS Newcastle Gateshead CCG,13T,535238,223,7470.23
2019-12-01,Edoxaban,NHS Manchester CCG,14L,669627,139,5318.83
2019-12-01,Edoxaban,NHS Buckinghamshire CCG,14Y,568661,1281,60199
2019-12-01,Edoxaban,NHS Berkshire West CCG,15A,554300,284,11163.11
2019-12-01,Edoxaban,"NHS Bristol, North Somerset and South Gloucestershire CCG",15C,1034871,880,33975.32
2019-12-01,Edoxaban,NHS Birmingham and Solihull CCG,15E,1331347,1256,66185.6
2019-12-01,Edoxaban,NHS Leeds CCG,15F,896825,1782,75351.31
2019-12-01,Edoxaban,NHS Derby and Derbyshire CCG,15M,1061917,3181,169387.94
2019-12-01,Edoxaban,NHS Devon CCG,15N,1243099,1255,49362.09
2019-12-01,Edoxaban,NHS Tees Valley CCG,16C,707629,371,15100.57
2019-12-01,Edoxaban,NHS Herefordshire and Worcestershire CCG,18C,802251,1284,47813.53
2019-12-01,Edoxaban,NHS Norfolk and Waveney CCG,26A,1065519,8515,378597.81
2019-12-01,Edoxaban,NHS Cheshire CCG,27D,778822,1369,66522.15
2019-12-01,Edoxaban,NHS Bradford District and Craven CCG,36J,642531,486,17621.34
2019-12-01,Edoxaban,NHS South West London CCG,36L,1707386,1713,66947.77
2019-12-01,Edoxaban,NHS North Yorkshire CCG,42D,430374,921,37072.91
2019-12-01,Edoxaban,NHS Nottingham and Nottinghamshire CCG,52R,1107860,587,26178.69
2019-12-01,Edoxaban,NHS West Sussex CCG,70F,902920,433,22166.53
2019-12-01,Edoxaban,NHS Lincolnshire CCG,71E,797972,2425,83338.61
2019-12-01,Edoxaban,NHS South East London CCG,72Q,2017094,2952,134635.26
2019-12-01,Edoxaban,NHS Northamptonshire CCG,78H,783462,358,15436.01
2019-12-01,Edoxaban,NHS County Durham CCG,84H,558415,289,8795.91
2019-12-01,Edoxaban,NHS Kent and Medway CCG,91Q,1921196,1473,65682.96
2019-12-01,Edoxaban,NHS Surrey Heartlands CCG,92A,1101670,5385,310866.66
2019-12-01,Edoxaban,"NHS Bath and North East Somerset, Swindon and Wiltshire CCG",92G,956441,2518,103520.08
2019-12-01,Edoxaban,NHS North Central London CCG,93C,1676064,684,27277.28
2019-12-01,Edoxaban,NHS East Sussex CCG,97R,560392,434,16662.86
2019-12-01,Edoxaban,NHS Liverpool CCG,99A,548905,1227,54846.2
2019-12-01,Edoxaban,NHS North Tyneside CCG,99C,221862,97,4536.45
2019-12-01,Edoxaban,NHS Basildon and Brentwood CCG,99E,283640,392,20661.28
2019-12-01,Edoxaban,NHS Castle Point and Rochford CCG,99F,185905,373,19149.97
2019-12-01,Edoxaban,NHS Southend CCG,99G,189821,245,13407.08
2019-12-01,Edoxaban,NHS North East London CCG,A3A8R,2251670,2144,94451.41
2019-12-01,Edoxaban,NHS Coventry and Warwickshire CCG,B2M3M,1022772,991,47118.79
2019-12-01,Edoxaban,NHS Black Country and West Birmingham CCG,D2P2L,1485335,613,31775.81
2019-12-01,Edoxaban,NHS Frimley CCG,D4U1Y,799759,844,43781.51
2019-12-01,Edoxaban,"NHS Hampshire, Southampton and Isle of Wight CCG",D9Y0V,1661913,3865,200552.73
2019-12-01,Edoxaban,"NHS Bedfordshire, Luton and Milton Keynes CCG",M1J4Y,1033377,4859,237252.02
2019-12-01,Edoxaban,"NHS Shropshire, Telford and Wrekin CCG",M2L0M,506826,91,4601.14
2019-12-01,Edoxaban,NHS North West London CCG,W2U3Z,2583409,325,13852.87
2019-12-01,Edoxaban,NHS Kirklees CCG,X2C4Y,446043,239,10533.55
2020-01-01,Edoxaban,NHS Northumberland CCG,00L,328420,312,11765.62
2020-01-01,Edoxaban,NHS South Tyneside CCG,00N,158463,40,1375.9
2020-01-01,Edoxaban,NHS Sunderland CCG,00P,284448,163,4893.49
2020-01-01,Edoxaban,NHS Blackburn with Darwen CCG,00Q,178316,116,5672.49
2020-01-01,Edoxaban,NHS Blackpool CCG,00R,174814,507,20901.38
2020-01-01,Edoxaban,NHS Bolton CCG,00T,315764,70,3623.15
2020-01-01,Edoxaban,NHS Bury CCG,00V,206759,58,2760.76
2020-01-01,Edoxaban,NHS Chorley and South Ribble CCG,00X,186190,314,15137.33
2020-01-01,Edoxaban,NHS Oldham CCG,00Y,260006,38,1629.98
2020-01-01,Edoxaban,NHS East Lancashire CCG,01A,388071,327,15255.23
2020-01-01,Edoxaban,"NHS Heywood, Middleton and Rochdale CCG",01D,237818,46,2131.77
2020-01-01,Edoxaban,NHS Greater Preston CCG,01E,213041,188,8703.13
2020-01-01,Edoxaban,NHS Halton CCG,01F,133225,337,16066.32
2020-01-01,Edoxaban,NHS Salford CCG,01G,283347,30,1595.36
2020-01-01,Edoxaban,NHS North Cumbria CCG,01H,326200,249,11176.26
2020-01-01,Edoxaban,NHS Knowsley CCG,01J,167501,581,26669.09
2020-01-01,Edoxaban,NHS Morecambe Bay CCG,01K,352011,187,8974.84
2020-01-01,Edoxaban,NHS South Sefton CCG,01T,156836,418,19218.62
2020-01-01,Edoxaban,NHS Southport and Formby CCG,01V,125569,180,7475.21
2020-01-01,Edoxaban,NHS Stockport CCG,01W,316205,420,15163.8
2020-01-01,Edoxaban,NHS St Helens CCG,01X,198301,794,37468.99
2020-01-01,Edoxaban,NHS Tameside and Glossop CCG,01Y,250837,66,3144.86
2020-01-01,Edoxaban,NHS Trafford CCG,02A,243236,232,6679.8
2020-01-01,Edoxaban,NHS Warrington CCG,02E,220377,293,14219.88
2020-01-01,Edoxaban,NHS West Lancashire CCG,02G,114091,158,7610.28
2020-01-01,Edoxaban,NHS Wigan Borough CCG,02H,332491,949,49743.98
2020-01-01,Edoxaban,NHS Fylde and Wyre CCG,02M,179038,641,27009.97
2020-01-01,Edoxaban,NHS Barnsley CCG,02P,263672,50,1949.77
2020-01-01,Edoxaban,NHS Bassetlaw CCG,02Q,119140,10,455.72
2020-01-01,Edoxaban,NHS Calderdale CCG,02T,222105,52,2439.51
2020-01-01,Edoxaban,NHS Doncaster CCG,02X,325009,15,774.68
2020-01-01,Edoxaban,NHS East Riding of Yorkshire CCG,02Y,306981,224,9815.2
2020-01-01,Edoxaban,NHS Hull CCG,03F,302507,49,2187.89
2020-01-01,Edoxaban,NHS North East Lincolnshire CCG,03H,170336,231,10147.06
2020-01-01,Edoxaban,NHS North Lincolnshire CCG,03K,181321,443,18067.03
2020-01-01,Edoxaban,NHS Rotherham CCG,03L,265023,21,1002.57
2020-01-01,Edoxaban,NHS Sheffield CCG,03N,616434,257,9527.62
2020-01-01,Edoxaban,NHS Vale of York CCG,03Q,363970,677,29034.58
2020-01-01,Edoxaban,NHS Wakefield CCG,03R,381382,468,24254.86
2020-01-01,Edoxaban,NHS East Leicestershire and Rutland CCG,03W,335986,1920,89771.18
2020-01-01,Edoxaban,NHS Leicester City CCG,04C,422629,1006,44569.25
2020-01-01,Edoxaban,NHS West Leicestershire CCG,04V,400979,1607,71309.12
2020-01-01,Edoxaban,NHS Cannock Chase CCG,04Y,134663,93,5150.25
2020-01-01,Edoxaban,NHS East Staffordshire CCG,05D,145071,279,11056.7
2020-01-01,Edoxaban,NHS North Staffordshire CCG,05G,218071,212,10333.33
2020-01-01,Edoxaban,NHS South East Staffordshire and Seisdon Peninsula CCG,05Q,214522,369,16513.27
2020-01-01,Edoxaban,NHS Stafford and Surrounds CCG,05V,149956,196,8777.6
2020-01-01,Edoxaban,NHS Stoke on Trent CCG,05W,295865,263,12772.85
2020-01-01,Edoxaban,NHS Cambridgeshire and Peterborough CCG,06H,995854,2108,84877.77
2020-01-01,Edoxaban,NHS East and North Hertfordshire CCG,06K,607877,766,27043.44
2020-01-01,Edoxaban,NHS Ipswich and East Suffolk CCG,06L,413278,268,11215.09
2020-01-01,Edoxaban,NHS Herts Valleys CCG,06N,658280,3551,152888.25
2020-01-01,Edoxaban,NHS Mid Essex CCG,06Q,397214,935,39486.14
2020-01-01,Edoxaban,NHS North East Essex CCG,06T,359260,390,16792.9
2020-01-01,Edoxaban,NHS Thurrock CCG,07G,181211,212,9378.34
2020-01-01,Edoxaban,NHS West Essex CCG,07H,318576,465,18600.13
2020-01-01,Edoxaban,NHS West Suffolk CCG,07K,257115,319,13832.76
2020-01-01,Edoxaban,NHS Brighton and Hove CCG,09D,325478,38,1596.97
2020-01-01,Edoxaban,NHS Oxfordshire CCG,10Q,772360,158,7033
2020-01-01,Edoxaban,NHS Portsmouth CCG,10R,233092,231,11484.2
2020-01-01,Edoxaban,NHS Dorset CCG,11J,807879,1814,82905.49
2020-01-01,Edoxaban,NHS Gloucestershire CCG,11M,659490,317,10955.24
2020-01-01,Edoxaban,NHS Kernow CCG,11N,584527,1565,63382.12
2020-01-01,Edoxaban,NHS Somerset CCG,11X,583497,1186,55569.72
2020-01-01,Edoxaban,NHS Wirral CCG,12F,338152,1200,58126.8
2020-01-01,Edoxaban,NHS Newcastle Gateshead CCG,13T,534691,226,7487.3
2020-01-01,Edoxaban,NHS Manchester CCG,14L,670926,182,5571.13
2020-01-01,Edoxaban,NHS Buckinghamshire CCG,14Y,568852,1310,61116.47
2020-01-01,Edoxaban,NHS Berkshire West CCG,15A,555150,274,11508.44
